City,Latitude,Longitude,Crime_Type,Date,Time,Severity_Score,Weather_Condition,Patrol_Presence
Amber,26.9948,75.8513,Robbery,22-12-2023,14:11,9,Cloudy,No
Amber,26.9948,75.8513,Theft,16-05-2023,2:53,8,Rainy,No
Viratnagar,27.3189,76.1833,Vandalism,04-11-2023,20:7,9,Clear,No
Sanganer,26.8191,75.8028,Pickpocket,26-01-2023,17:4,3,Stormy,Yes
Shahpura,27.3913,75.9595,Assault,13-04-2023,17:6,2,Rainy,No
Sanganer,26.8191,75.8028,Theft,25-07-2023,23:12,4,Foggy,No
Chaksu,26.6052,75.9481,Burglary,24-02-2023,17:40,1,Rainy,No
Phagi,26.5873,75.6671,Fraud,23-04-2023,4:52,10,Cloudy,Yes
Phulera,26.8732,75.2433,Murder,14-03-2023,10:5,3,Clear,No
C-Scheme,26.9124,75.7873,Fraud,12-02-2023,1:38,6,Cloudy,No
Kotputli,27.7025,76.1996,Theft,30-10-2023,12:8,6,Rainy,No
Jagatpura,26.8626,75.847,Murder,09-06-2023,23:13,9,Stormy,Yes
Mauzmabad,26.5215,75.488,Vandalism,29-10-2023,13:53,4,Cloudy,Yes
Kishangarh-Renwal,26.7536,75.565,Fraud,07-06-2023,10:15,4,Rainy,No
Ajmer Road,26.9117,75.7437,Vandalism,09-11-2023,18:31,5,Rainy,Yes
Chomu,27.17,75.7221,Murder,19-10-2023,1:22,10,Rainy,Yes
Ajmer Road,26.9117,75.7437,Pickpocket,07-02-2023,0:35,8,Cloudy,No
Jagatpura,26.8626,75.847,Burglary,31-01-2023,16:48,6,Foggy,No
Kot Khawada,26.7972,75.67,Theft,25-01-2023,13:29,4,Rainy,No
Bassi,26.8394,76.0411,Burglary,04-01-2023,9:40,8,Stormy,Yes
Sindhi Camp,26.9216,75.796,Theft,13-02-2023,20:17,4,Stormy,Yes
Sambhar,26.9131,75.1914,Fraud,02-11-2023,5:33,3,Rainy,Yes
Bassi,26.8394,76.0411,Burglary,28-07-2023,6:21,3,Cloudy,No
Raja Park,26.8996,75.8277,Vandalism,30-04-2023,15:5,5,Rainy,Yes
Gopalpura,26.8815,75.789,Fraud,08-07-2023,3:51,2,Rainy,No
Jagatpura,26.8626,75.847,Robbery,07-04-2023,21:49,7,Stormy,Yes
Kishangarh-Renwal,26.7536,75.565,Vandalism,19-12-2023,11:43,9,Foggy,No
Malviya Nagar,26.8526,75.818,Murder,08-06-2023,8:27,4,Foggy,No
Mauzamabad,26.5215,75.488,Robbery,22-04-2023,6:35,9,Rainy,No
Mansarovar,26.8648,75.759,Murder,17-02-2023,17:50,3,Cloudy,No
Jagatpura,26.8626,75.847,Pickpocket,14-06-2023,3:17,3,Clear,Yes
Sanganer,26.8191,75.8028,Burglary,24-01-2023,13:24,10,Clear,Yes
Sambhar,26.9131,75.1914,Pickpocket,01-11-2023,4:54,9,Stormy,Yes
Jagatpura,26.8626,75.847,Robbery,20-01-2023,6:53,3,Cloudy,No
Phagi,26.5873,75.6671,Theft,26-09-2023,15:16,2,Stormy,No
Dudu,26.7043,75.585,Burglary,29-10-2023,17:2,2,Foggy,No
Jaipur,26.9124,75.7873,Vandalism,05-12-2023,14:33,10,Stormy,Yes
Chaksu,26.6052,75.9481,Vandalism,23-05-2023,18:31,10,Rainy,No
Kotputli,27.7025,76.1996,Assault,05-05-2023,18:24,4,Stormy,Yes
Paota,27.3763,76.0405,Vandalism,03-09-2023,15:46,9,Clear,Yes
Tonk Road,26.8537,75.805,Vandalism,11-12-2023,17:30,7,Foggy,No
Vaishali Nagar,26.922,75.7411,Pickpocket,20-03-2023,1:13,9,Rainy,Yes
Malviya Nagar,26.8526,75.818,Theft,13-05-2023,9:51,4,Rainy,No
Tonk Road,26.8537,75.805,Murder,20-05-2023,14:58,2,Stormy,Yes
Jaipur,26.9124,75.7873,Vandalism,30-10-2023,19:38,10,Rainy,Yes
Gopalpura,26.8815,75.789,Burglary,31-03-2023,14:47,10,Rainy,No
Paota,27.3763,76.0405,Murder,30-10-2023,6:7,6,Stormy,Yes
Kot Khawada,26.7972,75.67,Burglary,08-09-2023,11:47,7,Rainy,Yes
Mauzamabad,26.5215,75.488,Robbery,01-07-2023,20:58,10,Clear,Yes
Kot Khawada,26.7972,75.67,Murder,29-09-2023,15:19,10,Foggy,Yes
Bapu Nagar,26.8926,75.812,Assault,27-12-2023,8:2,10,Cloudy,No
Raja Park,26.8996,75.8277,Theft,17-05-2023,1:31,6,Cloudy,Yes
Phulera,26.8732,75.2433,Murder,25-02-2023,5:48,2,Cloudy,Yes
Bapu Nagar,26.8926,75.812,Robbery,07-02-2023,14:47,10,Rainy,Yes
Dudu,26.7043,75.585,Vandalism,10-04-2023,16:17,9,Clear,No
Viratnagar,27.3189,76.1833,Robbery,27-08-2023,19:12,2,Rainy,No
Kot Khawada,26.7972,75.67,Vandalism,03-01-2023,15:50,1,Foggy,No
Kot Khawada,26.7972,75.67,Theft,25-02-2023,18:20,4,Foggy,No
Gopalpura,26.8815,75.789,Murder,27-03-2023,12:17,4,Stormy,No
Shahpura,27.3913,75.9595,Vandalism,16-08-2023,14:5,5,Cloudy,Yes
Mansarovar,26.8648,75.759,Pickpocket,28-11-2023,2:6,2,Stormy,Yes
Phagi,26.5873,75.6671,Burglary,14-05-2023,7:24,8,Clear,No
Mansarovar,26.8648,75.759,Fraud,09-07-2023,21:42,9,Stormy,No
Kot Khawada,26.7972,75.67,Robbery,30-12-2023,20:32,7,Foggy,Yes
Phagi,26.5873,75.6671,Robbery,11-06-2023,3:35,10,Foggy,Yes
Dudu,26.7043,75.585,Murder,23-06-2023,16:53,10,Cloudy,No
Jaipur,26.9124,75.7873,Murder,23-10-2023,17:9,7,Cloudy,No
Amber,26.9948,75.8513,Theft,23-07-2023,3:28,4,Clear,Yes
Chaksu,26.6052,75.9481,Fraud,22-01-2023,23:46,5,Stormy,No
Kishangarh-Renwal,26.7536,75.565,Theft,27-06-2023,21:38,1,Clear,Yes
Kot Khawada,26.7972,75.67,Fraud,07-01-2023,22:58,7,Rainy,Yes
Tonk Road,26.8537,75.805,Assault,17-01-2023,1:29,8,Clear,No
Mauzamabad,26.5215,75.488,Assault,11-06-2023,20:30,8,Foggy,No
C-Scheme,26.9124,75.7873,Murder,02-12-2023,0:26,7,Rainy,No
Jamwa Ramgarh,26.964,75.876,Fraud,28-10-2023,12:22,1,Clear,Yes
Phagi,26.5873,75.6671,Burglary,26-01-2023,13:48,9,Cloudy,Yes
Kotputli,27.7025,76.1996,Fraud,13-07-2023,4:47,4,Rainy,No
Sindhi Camp,26.9216,75.796,Assault,15-10-2023,1:42,7,Foggy,No
Ajmer Road,26.9117,75.7437,Robbery,18-01-2023,6:32,8,Clear,Yes
Raja Park,26.8996,75.8277,Robbery,14-09-2023,15:2,3,Cloudy,No
Viratnagar,27.3189,76.1833,Fraud,15-02-2023,4:40,10,Rainy,Yes
Raja Park,26.8996,75.8277,Vandalism,27-03-2023,21:40,3,Clear,No
Malviya Nagar,26.8526,75.818,Robbery,08-12-2023,11:28,10,Foggy,No
Ajmer Road,26.9117,75.7437,Assault,09-05-2023,8:4,8,Stormy,Yes
Dudu,26.7043,75.585,Fraud,04-07-2023,5:26,3,Foggy,Yes
Viratnagar,27.3189,76.1833,Robbery,12-01-2023,8:26,9,Foggy,Yes
Shahpura,27.3913,75.9595,Murder,28-01-2023,9:39,10,Cloudy,Yes
C-Scheme,26.9124,75.7873,Pickpocket,27-04-2023,22:18,1,Clear,No
Chomu,27.17,75.7221,Robbery,05-12-2023,2:23,6,Clear,No
Bapu Nagar,26.8926,75.812,Murder,06-07-2023,13:45,1,Foggy,Yes
Malviya Nagar,26.8526,75.818,Burglary,24-03-2023,3:35,2,Clear,No
Ajmer Road,26.9117,75.7437,Vandalism,14-09-2023,14:46,8,Rainy,Yes
Chaksu,26.6052,75.9481,Theft,06-01-2023,16:35,7,Cloudy,No
Shahpura,27.3913,75.9595,Vandalism,21-11-2023,2:23,7,Foggy,No
Ajmer Road,26.9117,75.7437,Pickpocket,04-01-2023,14:38,2,Clear,No
Malviya Nagar,26.8526,75.818,Vandalism,26-04-2023,4:4,4,Foggy,No
Sambhar,26.9131,75.1914,Burglary,24-06-2023,18:22,2,Stormy,Yes
Raja Park,26.8996,75.8277,Assault,21-04-2023,19:10,9,Clear,No
Kot Khawada,26.7972,75.67,Theft,07-01-2023,3:54,5,Cloudy,No
Jaipur,26.9124,75.7873,Vandalism,22-07-2023,0:46,3,Foggy,No
Bapu Nagar,26.8926,75.812,Fraud,16-10-2023,4:53,8,Stormy,No
Kotputli,27.7025,76.1996,Robbery,12-01-2023,3:41,10,Foggy,No
Chomu,27.17,75.7221,Pickpocket,17-04-2023,6:32,9,Foggy,No
Mauzmabad,26.5215,75.488,Assault,22-07-2023,14:19,1,Stormy,No
Sanganer,26.8191,75.8028,Fraud,02-09-2023,7:52,2,Cloudy,Yes
Jagatpura,26.8626,75.847,Murder,21-04-2023,4:2,9,Foggy,Yes
Kotputli,27.7025,76.1996,Assault,18-10-2023,19:37,8,Cloudy,No
Chaksu,26.6052,75.9481,Theft,03-11-2023,5:33,3,Cloudy,No
Kishangarh-Renwal,26.7536,75.565,Pickpocket,16-01-2023,7:29,5,Clear,No
Sambhar,26.9131,75.1914,Vandalism,10-03-2023,8:54,4,Rainy,No
Kotputli,27.7025,76.1996,Murder,24-10-2023,4:17,8,Cloudy,No
C-Scheme,26.9124,75.7873,Robbery,04-12-2023,10:1,3,Stormy,Yes
Jaipur,26.9124,75.7873,Robbery,24-08-2023,16:43,3,Rainy,No
Mauzamabad,26.5215,75.488,Theft,08-01-2023,16:49,5,Rainy,Yes
Mauzamabad,26.5215,75.488,Assault,09-02-2023,11:47,9,Clear,No
Chaksu,26.6052,75.9481,Murder,30-01-2023,21:57,7,Foggy,No
Amber,26.9948,75.8513,Robbery,16-04-2023,23:45,1,Clear,Yes
Mauzamabad,26.5215,75.488,Fraud,21-08-2023,22:41,4,Clear,No
Raja Park,26.8996,75.8277,Theft,02-07-2023,3:24,7,Clear,Yes
Mansarovar,26.8648,75.759,Assault,23-05-2023,19:45,9,Clear,Yes
Gopalpura,26.8815,75.789,Vandalism,11-06-2023,10:40,1,Clear,Yes
Amber,26.9948,75.8513,Murder,01-01-2023,17:19,2,Cloudy,No
Jagatpura,26.8626,75.847,Pickpocket,09-10-2023,4:2,10,Stormy,Yes
Phulera,26.8732,75.2433,Robbery,09-06-2023,14:32,10,Stormy,No
Shahpura,27.3913,75.9595,Robbery,03-04-2023,3:26,10,Clear,No
Raja Park,26.8996,75.8277,Assault,30-05-2023,1:46,9,Rainy,No
Mauzmabad,26.5215,75.488,Robbery,18-02-2023,0:14,8,Stormy,No
Dudu,26.7043,75.585,Murder,22-04-2023,23:49,10,Foggy,Yes
Dudu,26.7043,75.585,Pickpocket,23-02-2023,10:41,2,Cloudy,Yes
Chaksu,26.6052,75.9481,Murder,18-11-2023,21:1,4,Cloudy,No
C-Scheme,26.9124,75.7873,Fraud,16-07-2023,10:8,1,Foggy,No
Jamwa Ramgarh,26.964,75.876,Murder,02-07-2023,5:23,3,Cloudy,No
Kishangarh-Renwal,26.7536,75.565,Pickpocket,06-09-2023,11:21,3,Clear,Yes
Phagi,26.5873,75.6671,Burglary,21-11-2023,9:56,4,Cloudy,Yes
Phulera,26.8732,75.2433,Assault,18-01-2023,13:59,8,Stormy,No
Jaipur,26.9124,75.7873,Pickpocket,27-08-2023,23:7,7,Foggy,Yes
Chaksu,26.6052,75.9481,Pickpocket,30-06-2023,8:26,5,Stormy,Yes
Sindhi Camp,26.9216,75.796,Burglary,02-01-2023,18:23,6,Cloudy,Yes
Tonk Road,26.8537,75.805,Fraud,16-12-2023,15:13,2,Stormy,No
Ajmer Road,26.9117,75.7437,Assault,08-05-2023,6:41,2,Stormy,Yes
Phagi,26.5873,75.6671,Robbery,07-06-2023,21:54,6,Stormy,No
Dudu,26.7043,75.585,Murder,08-04-2023,16:5,4,Cloudy,Yes
Mauzamabad,26.5215,75.488,Burglary,06-04-2023,21:46,9,Cloudy,Yes
Chomu,27.17,75.7221,Murder,24-04-2023,2:56,2,Stormy,No
Mansarovar,26.8648,75.759,Assault,16-05-2023,9:20,9,Rainy,No
C-Scheme,26.9124,75.7873,Theft,06-03-2023,8:50,10,Cloudy,No
Tonk Road,26.8537,75.805,Pickpocket,27-10-2023,4:51,10,Clear,No
Sanganer,26.8191,75.8028,Assault,24-01-2023,21:8,10,Clear,Yes
Chomu,27.17,75.7221,Assault,22-04-2023,5:7,2,Foggy,No
Jamwa Ramgarh,26.964,75.876,Vandalism,29-07-2023,12:2,10,Foggy,Yes
Jamwa Ramgarh,26.964,75.876,Vandalism,08-05-2023,9:53,4,Stormy,No
Dudu,26.7043,75.585,Pickpocket,05-08-2023,11:18,9,Foggy,Yes
Sanganer,26.8191,75.8028,Murder,14-07-2023,4:6,5,Clear,No
Chaksu,26.6052,75.9481,Assault,21-11-2023,16:8,4,Clear,No
Chaksu,26.6052,75.9481,Assault,16-04-2023,23:33,10,Cloudy,Yes
Malviya Nagar,26.8526,75.818,Burglary,02-12-2023,1:46,10,Cloudy,No
Raja Park,26.8996,75.8277,Burglary,07-10-2023,22:41,8,Foggy,No
Raja Park,26.8996,75.8277,Murder,24-02-2023,2:8,7,Rainy,Yes
Sindhi Camp,26.9216,75.796,Burglary,20-05-2023,0:51,7,Stormy,Yes
Kot Khawada,26.7972,75.67,Murder,28-08-2023,11:9,3,Clear,No
Sambhar,26.9131,75.1914,Pickpocket,20-04-2023,21:10,3,Rainy,Yes
Malviya Nagar,26.8526,75.818,Theft,17-04-2023,6:1,1,Foggy,Yes
Raja Park,26.8996,75.8277,Pickpocket,30-06-2023,17:12,3,Cloudy,No
Raja Park,26.8996,75.8277,Theft,19-11-2023,20:40,7,Stormy,Yes
Bassi,26.8394,76.0411,Pickpocket,20-03-2023,17:2,6,Clear,No
Bapu Nagar,26.8926,75.812,Assault,13-03-2023,18:23,1,Cloudy,Yes
Kotputli,27.7025,76.1996,Pickpocket,16-12-2023,4:4,5,Foggy,Yes
Kotputli,27.7025,76.1996,Vandalism,11-04-2023,0:53,4,Rainy,No
Sindhi Camp,26.9216,75.796,Robbery,11-01-2023,1:12,6,Clear,Yes
C-Scheme,26.9124,75.7873,Murder,23-11-2023,16:59,8,Stormy,No
Dudu,26.7043,75.585,Fraud,08-02-2023,4:49,5,Clear,No
Chomu,27.17,75.7221,Murder,26-11-2023,7:23,1,Rainy,Yes
Dudu,26.7043,75.585,Vandalism,20-09-2023,14:39,1,Rainy,Yes
Bapu Nagar,26.8926,75.812,Assault,02-04-2023,18:26,3,Foggy,No
Kot Khawada,26.7972,75.67,Robbery,25-11-2023,5:12,1,Stormy,No
Mansarovar,26.8648,75.759,Murder,01-01-2023,23:46,1,Foggy,Yes
Dudu,26.7043,75.585,Murder,17-11-2023,19:42,5,Rainy,Yes
Phagi,26.5873,75.6671,Fraud,03-10-2023,17:44,5,Stormy,Yes
Malviya Nagar,26.8526,75.818,Assault,04-11-2023,4:51,7,Cloudy,Yes
Kot Khawada,26.7972,75.67,Assault,18-09-2023,10:12,9,Foggy,No
Tonk Road,26.8537,75.805,Pickpocket,09-08-2023,10:13,3,Stormy,No
Mansarovar,26.8648,75.759,Fraud,01-02-2023,14:49,1,Foggy,No
Sanganer,26.8191,75.8028,Assault,12-06-2023,11:48,2,Rainy,No
Jamwa Ramgarh,26.964,75.876,Fraud,24-09-2023,3:9,4,Stormy,Yes
Malviya Nagar,26.8526,75.818,Fraud,23-08-2023,1:22,3,Stormy,No
Phagi,26.5873,75.6671,Theft,18-11-2023,22:11,4,Cloudy,Yes
C-Scheme,26.9124,75.7873,Pickpocket,27-02-2023,18:11,10,Cloudy,No
Kishangarh-Renwal,26.7536,75.565,Assault,02-11-2023,23:41,4,Stormy,No
Viratnagar,27.3189,76.1833,Robbery,03-06-2023,19:3,7,Stormy,No
Viratnagar,27.3189,76.1833,Vandalism,19-02-2023,22:25,4,Stormy,Yes
Viratnagar,27.3189,76.1833,Burglary,17-08-2023,17:50,3,Clear,Yes
Kot Khawada,26.7972,75.67,Murder,04-03-2023,8:47,5,Foggy,Yes
Chomu,27.17,75.7221,Pickpocket,10-12-2023,16:27,10,Cloudy,Yes
Tonk Road,26.8537,75.805,Robbery,20-07-2023,6:36,2,Foggy,No
C-Scheme,26.9124,75.7873,Vandalism,07-09-2023,16:37,7,Cloudy,No
Shahpura,27.3913,75.9595,Theft,18-06-2023,6:50,3,Stormy,No
Sindhi Camp,26.9216,75.796,Burglary,22-09-2023,2:59,1,Stormy,No
Mauzmabad,26.5215,75.488,Murder,16-11-2023,16:25,8,Foggy,No
Mauzamabad,26.5215,75.488,Assault,15-07-2023,2:21,4,Cloudy,Yes
Sanganer,26.8191,75.8028,Pickpocket,06-12-2023,6:18,3,Clear,Yes
Mansarovar,26.8648,75.759,Murder,26-06-2023,4:8,4,Foggy,Yes
Kot Khawada,26.7972,75.67,Fraud,02-05-2023,20:51,10,Stormy,No
Sambhar,26.9131,75.1914,Fraud,10-06-2023,2:30,5,Cloudy,No
Mansarovar,26.8648,75.759,Pickpocket,17-02-2023,15:38,5,Clear,No
Tonk Road,26.8537,75.805,Vandalism,26-05-2023,23:48,3,Clear,Yes
Ajmer Road,26.9117,75.7437,Vandalism,21-05-2023,1:36,8,Cloudy,Yes
Phulera,26.8732,75.2433,Fraud,21-05-2023,22:53,1,Clear,No
Raja Park,26.8996,75.8277,Theft,13-10-2023,23:0,7,Cloudy,Yes
Jamwa Ramgarh,26.964,75.876,Robbery,09-07-2023,1:53,1,Clear,No
Mansarovar,26.8648,75.759,Robbery,23-07-2023,22:25,10,Cloudy,Yes
Phulera,26.8732,75.2433,Burglary,18-03-2023,19:49,9,Stormy,No
Chomu,27.17,75.7221,Vandalism,14-07-2023,3:23,8,Clear,No
Chomu,27.17,75.7221,Murder,18-04-2023,21:43,2,Clear,Yes
Mauzamabad,26.5215,75.488,Vandalism,21-10-2023,9:16,1,Cloudy,No
Malviya Nagar,26.8526,75.818,Pickpocket,24-07-2023,9:40,2,Rainy,No
Phagi,26.5873,75.6671,Fraud,22-12-2023,21:55,5,Foggy,Yes
Paota,27.3763,76.0405,Pickpocket,12-08-2023,8:26,10,Rainy,No
Phagi,26.5873,75.6671,Fraud,01-05-2023,20:28,10,Clear,Yes
Mauzmabad,26.5215,75.488,Murder,06-09-2023,3:33,7,Cloudy,Yes
Sindhi Camp,26.9216,75.796,Assault,11-05-2023,12:20,1,Stormy,Yes
C-Scheme,26.9124,75.7873,Pickpocket,05-05-2023,19:20,9,Rainy,No
Jamwa Ramgarh,26.964,75.876,Fraud,24-12-2023,23:48,6,Foggy,No
Phagi,26.5873,75.6671,Theft,28-05-2023,18:38,7,Clear,No
Mansarovar,26.8648,75.759,Robbery,14-08-2023,4:41,4,Stormy,Yes
Mauzmabad,26.5215,75.488,Fraud,12-05-2023,21:38,1,Cloudy,No
Phulera,26.8732,75.2433,Pickpocket,05-05-2023,13:32,1,Foggy,No
Tonk Road,26.8537,75.805,Burglary,06-01-2023,6:55,2,Stormy,Yes
Chaksu,26.6052,75.9481,Fraud,17-05-2023,20:4,10,Stormy,Yes
Sindhi Camp,26.9216,75.796,Vandalism,06-12-2023,18:43,2,Rainy,No
Vaishali Nagar,26.922,75.7411,Assault,27-04-2023,5:13,7,Clear,No
Phulera,26.8732,75.2433,Vandalism,19-04-2023,12:39,6,Stormy,Yes
Gopalpura,26.8815,75.789,Pickpocket,27-03-2023,21:50,6,Rainy,Yes
Sanganer,26.8191,75.8028,Burglary,29-11-2023,8:28,8,Foggy,No
Jaipur,26.9124,75.7873,Fraud,08-04-2023,23:52,8,Rainy,No
Chomu,27.17,75.7221,Burglary,25-08-2023,2:48,10,Stormy,No
Phagi,26.5873,75.6671,Fraud,23-11-2023,19:20,3,Cloudy,Yes
C-Scheme,26.9124,75.7873,Assault,25-04-2023,11:0,8,Stormy,No
Kishangarh-Renwal,26.7536,75.565,Fraud,25-02-2023,15:18,9,Stormy,No
Kot Khawada,26.7972,75.67,Pickpocket,08-12-2023,3:27,4,Stormy,No
Chomu,27.17,75.7221,Robbery,10-02-2023,9:49,10,Clear,No
Phagi,26.5873,75.6671,Robbery,12-05-2023,8:34,6,Rainy,Yes
Ajmer Road,26.9117,75.7437,Fraud,14-02-2023,8:5,7,Cloudy,No
Ajmer Road,26.9117,75.7437,Robbery,17-12-2023,0:10,2,Rainy,Yes
Mansarovar,26.8648,75.759,Vandalism,15-12-2023,12:34,3,Foggy,Yes
Dudu,26.7043,75.585,Murder,27-02-2023,0:15,1,Cloudy,No
Bapu Nagar,26.8926,75.812,Burglary,05-11-2023,2:38,10,Stormy,No
Phulera,26.8732,75.2433,Burglary,12-09-2023,19:34,4,Clear,Yes
Phagi,26.5873,75.6671,Pickpocket,03-09-2023,20:40,1,Foggy,No
Dudu,26.7043,75.585,Pickpocket,25-08-2023,22:43,8,Rainy,No
Viratnagar,27.3189,76.1833,Vandalism,14-10-2023,18:16,3,Clear,No
Mauzmabad,26.5215,75.488,Pickpocket,09-12-2023,12:45,10,Rainy,Yes
Jagatpura,26.8626,75.847,Robbery,04-05-2023,14:32,9,Foggy,Yes
C-Scheme,26.9124,75.7873,Burglary,10-01-2023,4:8,10,Rainy,No
Sanganer,26.8191,75.8028,Vandalism,30-12-2023,21:41,3,Cloudy,Yes
Chomu,27.17,75.7221,Pickpocket,06-02-2023,16:11,8,Rainy,No
Kot Khawada,26.7972,75.67,Murder,18-07-2023,4:35,7,Cloudy,Yes
Sanganer,26.8191,75.8028,Murder,19-06-2023,15:47,10,Clear,Yes
Bassi,26.8394,76.0411,Burglary,21-08-2023,7:11,4,Clear,Yes
Mauzmabad,26.5215,75.488,Pickpocket,13-01-2023,2:36,1,Stormy,No
Malviya Nagar,26.8526,75.818,Burglary,04-03-2023,0:7,4,Rainy,Yes
Kot Khawada,26.7972,75.67,Assault,10-01-2023,19:14,3,Cloudy,No
Jaipur,26.9124,75.7873,Robbery,13-04-2023,5:20,10,Stormy,Yes
Tonk Road,26.8537,75.805,Theft,24-04-2023,1:36,5,Rainy,No
Shahpura,27.3913,75.9595,Robbery,08-12-2023,22:40,4,Rainy,No
Sanganer,26.8191,75.8028,Pickpocket,21-12-2023,3:8,9,Cloudy,No
Shahpura,27.3913,75.9595,Vandalism,31-05-2023,8:51,3,Cloudy,Yes
Vaishali Nagar,26.922,75.7411,Assault,06-02-2023,19:35,6,Stormy,No
Kotputli,27.7025,76.1996,Assault,11-08-2023,19:5,5,Foggy,Yes
Vaishali Nagar,26.922,75.7411,Burglary,29-05-2023,18:56,7,Rainy,Yes
Vaishali Nagar,26.922,75.7411,Murder,22-05-2023,8:28,8,Stormy,Yes
Sindhi Camp,26.9216,75.796,Burglary,04-10-2023,3:50,1,Foggy,Yes
Dudu,26.7043,75.585,Murder,03-01-2023,10:44,10,Stormy,Yes
Vaishali Nagar,26.922,75.7411,Fraud,24-12-2023,8:9,7,Foggy,No
Bapu Nagar,26.8926,75.812,Robbery,01-03-2023,20:15,4,Clear,No
Phagi,26.5873,75.6671,Pickpocket,03-02-2023,20:52,3,Clear,No
Ajmer Road,26.9117,75.7437,Pickpocket,27-03-2023,5:7,7,Rainy,No
C-Scheme,26.9124,75.7873,Burglary,17-02-2023,3:9,3,Rainy,Yes
Kishangarh-Renwal,26.7536,75.565,Pickpocket,16-03-2023,20:30,3,Stormy,Yes
Kotputli,27.7025,76.1996,Murder,14-08-2023,22:50,2,Clear,No
Mansarovar,26.8648,75.759,Theft,07-07-2023,17:50,3,Cloudy,Yes
Phagi,26.5873,75.6671,Robbery,20-10-2023,11:38,1,Foggy,No
Kot Khawada,26.7972,75.67,Pickpocket,18-06-2023,19:54,10,Rainy,Yes
Paota,27.3763,76.0405,Murder,31-03-2023,23:0,4,Clear,No
Raja Park,26.8996,75.8277,Assault,22-12-2023,0:3,9,Rainy,Yes
Kot Khawada,26.7972,75.67,Robbery,10-08-2023,15:56,8,Foggy,No
Bassi,26.8394,76.0411,Vandalism,30-04-2023,7:50,2,Clear,No
Viratnagar,27.3189,76.1833,Burglary,30-11-2023,17:10,3,Cloudy,No
Mauzmabad,26.5215,75.488,Vandalism,24-04-2023,2:41,1,Foggy,No
Malviya Nagar,26.8526,75.818,Pickpocket,03-01-2023,13:42,7,Cloudy,Yes
Jamwa Ramgarh,26.964,75.876,Pickpocket,24-04-2023,6:19,8,Cloudy,No
Kotputli,27.7025,76.1996,Assault,08-12-2023,22:34,4,Cloudy,Yes
Chomu,27.17,75.7221,Theft,10-10-2023,12:8,1,Clear,No
Jagatpura,26.8626,75.847,Robbery,17-04-2023,17:54,10,Clear,Yes
Sambhar,26.9131,75.1914,Assault,24-12-2023,0:10,4,Stormy,Yes
Kot Khawada,26.7972,75.67,Vandalism,24-05-2023,21:39,9,Rainy,No
Kishangarh-Renwal,26.7536,75.565,Assault,06-04-2023,4:48,7,Cloudy,Yes
Sanganer,26.8191,75.8028,Murder,01-01-2023,8:50,1,Rainy,No
Vaishali Nagar,26.922,75.7411,Murder,29-06-2023,12:42,4,Clear,Yes
Sambhar,26.9131,75.1914,Vandalism,14-06-2023,17:13,2,Foggy,Yes
Sanganer,26.8191,75.8028,Theft,03-11-2023,19:28,1,Clear,No
Jaipur,26.9124,75.7873,Murder,23-03-2023,9:40,8,Clear,Yes
Bapu Nagar,26.8926,75.812,Vandalism,05-04-2023,6:32,3,Foggy,Yes
Shahpura,27.3913,75.9595,Fraud,28-02-2023,21:30,4,Foggy,No
Sindhi Camp,26.9216,75.796,Theft,27-08-2023,6:43,4,Foggy,Yes
Mauzmabad,26.5215,75.488,Fraud,10-07-2023,2:44,8,Clear,No
Paota,27.3763,76.0405,Robbery,21-08-2023,0:39,7,Cloudy,No
Phagi,26.5873,75.6671,Murder,21-07-2023,11:2,10,Rainy,Yes
Sindhi Camp,26.9216,75.796,Assault,14-09-2023,20:26,8,Stormy,No
Viratnagar,27.3189,76.1833,Assault,19-02-2023,2:25,1,Stormy,Yes
Bapu Nagar,26.8926,75.812,Fraud,28-02-2023,5:32,2,Clear,No
Amber,26.9948,75.8513,Fraud,11-11-2023,0:46,7,Cloudy,Yes
Kishangarh-Renwal,26.7536,75.565,Theft,15-06-2023,17:8,6,Clear,No
Kishangarh-Renwal,26.7536,75.565,Pickpocket,23-07-2023,4:23,7,Rainy,Yes
Sanganer,26.8191,75.8028,Robbery,26-10-2023,21:0,7,Rainy,Yes
Jagatpura,26.8626,75.847,Assault,18-11-2023,5:15,9,Rainy,No
Shahpura,27.3913,75.9595,Fraud,18-05-2023,10:31,2,Rainy,No
Mauzamabad,26.5215,75.488,Robbery,14-07-2023,20:59,4,Stormy,No
Ajmer Road,26.9117,75.7437,Pickpocket,27-04-2023,23:38,10,Cloudy,Yes
Mauzamabad,26.5215,75.488,Burglary,01-07-2023,7:50,9,Stormy,Yes
Sambhar,26.9131,75.1914,Pickpocket,06-08-2023,21:20,5,Cloudy,No
Phulera,26.8732,75.2433,Pickpocket,31-03-2023,9:38,7,Rainy,Yes
Chomu,27.17,75.7221,Fraud,13-06-2023,6:29,9,Stormy,Yes
Bapu Nagar,26.8926,75.812,Murder,06-06-2023,3:18,9,Stormy,No
Tonk Road,26.8537,75.805,Vandalism,03-03-2023,22:21,2,Cloudy,Yes
Chomu,27.17,75.7221,Robbery,25-05-2023,4:52,4,Clear,Yes
Viratnagar,27.3189,76.1833,Vandalism,26-05-2023,13:27,7,Rainy,No
Kotputli,27.7025,76.1996,Murder,26-12-2023,5:13,1,Foggy,No
Ajmer Road,26.9117,75.7437,Vandalism,28-11-2023,12:36,7,Stormy,No
